x1,x2,x3,Max_Mach
0.5330053993752168,0.2860942395535688,0.32753803128556225,2.2200594
0.510377237192505,0.21531281105652464,0.35945365303870214,3.3162475
0.5836948818628817,0.2807528076740384,0.32947601828316286,2.2937455
0.5977484646713294,0.25660702431736776,0.3775568099198636,3.103241
0.6054727079649974,0.24528894079968283,0.3149701326023803,2.5612214
0.6753585777058623,0.22859793975403975,0.31006873213100217,2.7207322
0.5319110848990812,0.27807502134264434,0.35853596927906883,2.6096153
0.5206694747768009,0.2515527907376547,0.3604343360298352,2.935661
0.6642347208469468,0.2043403910994261,0.3221355887458653,3.1359107
0.6592587237848849,0.24061191835411727,0.34436113170302995,2.956282
0.6549122110934376,0.28132303347032545,0.3098934113966784,2.0886734
0.624615061465492,0.2950233795127329,0.3244017056841504,2.0859554
0.6180001145478808,0.24748172334122223,0.3547257325620659,2.9720826
0.5933409568999872,0.2878567658520458,0.35704590232832045,2.5004165
0.6210641507494563,0.2467931347089312,0.30876174535322065,2.4781392
0.6350922749755108,0.2208371744980408,0.3254033133535108,2.9721177
0.5633477088261287,0.23664035181088872,0.3487274171334285,3.0003607
0.6875141390526982,0.29799301234805253,0.33457716980323443,2.1495187
0.6942334002336333,0.2756059161907706,0.3918724086252991,3.0250916
0.6063690089878062,0.27392417997016605,0.37926610534032373,2.9155297
0.56753070098797,0.29006680386966766,0.3734962959930373,2.650637
0.5654011220918544,0.20120126375027847,0.302999063317235,2.9025788
0.5458238376240528,0.21240482028577373,0.3075509246821464,2.823773
0.6823757817065716,0.22909018137088355,0.3192810740685472,2.8214917
0.5886022519710993,0.2794995975567849,0.335097606152433,2.367992
0.5417326916310551,0.2961927627312204,0.36984907210532,2.5149117
0.6375273930630917,0.2764548297120499,0.35135550358202844,2.5900972
0.6339391424291188,0.21472398073972304,0.3397571637671485,3.2026815
0.6139749086575985,0.2381343292799108,0.37431523088183166,3.305133
0.5285533154603604,0.20230635715092105,0.3168650493849216,3.0294175
0.5743084029782833,0.2913844475981458,0.32097137171727225,2.0714328
0.6156957367640301,0.2166910390417214,0.38544155704009586,3.5883496
